user_id,name,rating,timestamp,food_name
39,302,4,2023-04-17,Chicken Fajitas
39,210,3,2023-05-23,Stuffed Acorn Squash
14,421,1,2023-10-28,Banana Choco Chip Muffins
40,625,3,2023-09-25,Easy 5-Ingredient Chili
32,628,1,2023-03-27,Scallops With Zucchini
14,562,1,2023-01-24,Mystery Pecan Pie
16,252,5,2023-07-14,Hot Mexican Cornbread
25,570,2,2023-08-06,Chocolate-Covered Maraschino Cherries
6,253,2,2023-02-26,Southwest Vegetable Soup
25,80,2,2023-07-28,Christmas Fudge
43,435,2,2023-06-15,Italian Dressing - Low Sodium
40,653,1,2023-04-13,Dutch Stewed ' Cinnamon'  Pears (Stoofpeertjes)
30,642,1,2023-01-11,Cherry Orgasm
13,39,5,2023-07-27,Barley &amp; Mushroom Stuffed Green Bell Peppers
42,177,1,2023-01-19,Popeye's favorite
7,247,2,2023-03-09,Creamy Pea Salad
4,544,4,2023-03-25,Molasses Sugar Cookies
25,350,4,2023-01-09,Turmeric Fried Rice
20,124,2,2023-03-22,Homemade Chips
22,582,1,2023-07-09,Asparagus Soup
30,42,3,2023-05-27,Pineapple Crumble Bars
9,624,4,2023-09-07,Veal Scaloppine
22,632,2,2023-05-14,Ginger Vegetable Lo Mein
37,362,3,2023-05-15,Sliced Steak with Roasted-corn Salsa
48,517,1,2023-08-11,Stir Fried Prawns
42,531,3,2023-04-05,Greek Pasta Salad
9,183,1,2023-07-13,Chiles Rellenos Casserole
19,467,1,2023-11-18,Onion Flavored Rice Mix
40,359,5,2023-02-18,Rice Pilaf
9,526,4,2023-07-03,Dressed Egg Salad
8,45,3,2023-06-20,Delicious Pizza Sauce
20,407,5,2023-10-02,Garlic Lover's Chicken
24,565,3,2023-01-24,Lemon Dill Carrots
18,449,4,2023-04-10,Bar-B-Q Chuck Roast
28,265,4,2023-12-07,Coconutty Macaroons
2,290,2,2023-04-07,Thai Thighs
13,174,4,2023-04-06,Thai Sweet Chili Sauce
20,486,3,2023-07-24,(My Own Lazy Day Recipe)  Chicken Noodle Soup
3,207,1,2023-12-12,Oven-Fried Vegetables
40,532,1,2023-08-13,Tuna elbows casserole
23,676,4,2023-06-10,Campbell's Orange Beef
31,179,2,2023-03-21,Meat Pie with Phyllo Dough
2,226,2,2023-08-24,Delicious Manhattan Seafood Chowder
6,293,5,2023-10-16,Tomato Risotto
12,542,1,2023-02-27,Orange Chicken Crock Pot
3,139,3,2023-04-06,Banana Cream Pie
39,37,5,2023-02-16,Sugar-Coated Pecans
49,521,2,2023-09-02,Lentil Soup
36,35,4,2023-05-26,Basil Parmesan Biscuits
16,102,5,2023-01-15,Deutsches Beefsteak (German Beefsteaks)
37,331,2,2023-08-30,Lime Cumin Chicken
33,691,5,2023-08-24,Roast Leg of Lamb - Mediterranean Style
30,224,5,2023-04-30,Easy Hamburger Casserole
2,56,4,2023-08-28,Orange and Lemon Schnitzel Rolls
45,325,5,2023-06-28,Biff's Sweet Sour Shrimp and Pasta
45,686,5,2023-08-18,Sweet N Sour Bean Salad
21,32,4,2023-07-06,Fragrant Lamb Stew with Dried Fruits
43,166,5,2023-01-22,Kid's Macaroni &amp; Cheese Casserole
45,163,4,2023-11-14,Banana Nut Muffins
41,57,1,2023-02-04,Sugar Cookies
10,536,3,2023-11-14,Death By Chocolate Cake Mix
9,46,5,2023-10-14,Chicken Fried Rice II
31,180,3,2023-08-30,Ghos Pilaau
43,272,2,2023-02-27,Funeral Rice
48,441,2,2023-07-13,Mulled Holiday Tea
17,471,5,2023-05-17,Corn Pie With Ground Beef Crust
37,468,5,2023-06-01,Mahogany Buttercrunch Toffee
11,254,1,2023-05-11,Aubergine or Eggplant Salad
35,114,5,2023-01-29,Banana Bread 3
43,76,4,2023-02-11,Southern Biscuits
10,495,2,2023-03-30,Mushroom Pasta Scampi
23,231,1,2023-02-04,Southern Chili & Beans
37,223,3,2023-10-04,Quick and Easy No Bake Chocolate Cookies
27,439,5,2023-06-06,Easy Ranch Chicken
49,104,1,2023-04-16,Cantaloupe Melba
5,183,2,2023-02-01,Chiles Rellenos Casserole
27,312,4,2023-01-09,Patty Melts
24,47,4,2023-03-10,Cauliflower with Lemon
46,22,2,2023-06-27,Irish Dark Soda Bread
36,27,1,2023-05-24,Baked Creamed Potatoes
30,379,2,2023-03-24,Chicken And Pasta
35,6,3,2023-02-10,Braised Brussels Sprouts With Vinegar and Dill
40,684,4,2023-02-09,Peaches N' Cream Pie
33,227,5,2023-03-24,Beer Bread
29,358,1,2023-02-14,Berry Good Chicken
34,68,5,2023-06-11,Braised Celery
2,243,3,2023-01-03,Spinach Tart - Spinach Pie
44,369,2,2023-08-02,Pepper Medley
20,423,2,2023-12-07,Maple Glazed Acorn Squash
45,79,1,2023-09-02,Baked Sweet Potato Sticks
44,622,4,2023-11-04,Cheese and Trees Soup
21,681,4,2023-08-14,Tex Mex Soup
31,176,4,2023-05-16,Hot Fudge Pudding Cake
22,498,5,2023-09-03,Banana Caramel Fluff
48,539,4,2023-06-02,Homemade Cough Syrup
48,686,4,2023-08-13,Sweet N Sour Bean Salad
49,131,2,2023-10-15,Skillet Potato Pie
37,227,2,2023-09-30,Beer Bread
30,130,1,2023-02-03,Scrambled Eggs Benedict
47,668,4,2023-07-07,Hamburger Veggie Soup
39,249,3,2023-01-25,Goat Cheese &amp; Black Olive Mashed Potatoes
14,662,2,2023-04-10,Baked Green Beans with Feta Cheese
39,556,4,2023-11-24,Red Lentil Soup-Turkish Style
24,100,4,2023-06-19,Oatmeal Muffins II
15,236,1,2023-06-13,Spicy Shrimp With Spinach and Walnuts
20,157,2,2023-02-12,Baked Acorn Squash &amp; Brown Sugar
15,302,4,2023-09-26,Chicken Fajitas
28,536,4,2023-01-19,Death By Chocolate Cake Mix
23,554,5,2023-04-18,Tequila Pork Roast
20,273,2,2023-07-25,Sky High Biscuits
13,396,4,2023-10-25,Pumpkin Bisque
14,30,3,2023-07-10,Golden Baked Fish
10,89,4,2023-01-07,Cream of Broccoli Soup
19,89,3,2023-04-14,Cream of Broccoli Soup
18,624,1,2023-11-09,Veal Scaloppine
44,100,5,2023-10-11,Oatmeal Muffins II
34,543,3,2023-12-01,Fruit-Filled Dessert Quesadillas
13,217,3,2023-05-08,Crock Pot Chili Con Carne With Beans
31,102,4,2023-08-28,Deutsches Beefsteak (German Beefsteaks)
40,67,3,2023-03-20,Azteca Soup Adopted
48,291,5,2023-08-26,Dumplings for Soup
23,45,4,2023-12-07,Delicious Pizza Sauce
37,237,5,2023-11-06,Smashed Potatoes
4,279,1,2023-07-20,Southwest Grilled Salmon With Cilantro Lime Butter
22,36,2,2023-06-09,Bavarian Cream
18,309,5,2023-05-26,Goat Cheese and Herb Dip
10,27,3,2023-11-15,Baked Creamed Potatoes
42,69,3,2023-01-05,Eggplant (Aubergine) and Ziti Parmesan
25,423,1,2023-09-30,Maple Glazed Acorn Squash
1,251,4,2023-10-27,onion pizza
19,622,3,2023-03-15,Cheese and Trees Soup
8,593,3,2023-04-16,Carrot and Zucchini Chocolate Cake
20,153,1,2023-01-05,Chicken Stir-Fry
25,169,2,2023-05-02,Pudina (Mint) Roti
8,566,1,2023-01-03,Fast Fruit Tarts
38,167,3,2023-02-21,Kmt's Low Fat Ricotta Spinach Rolls
1,370,4,2023-03-01,Cheesy Red Beans and Rice
37,489,4,2023-06-29,Stuffed Trout (Campside or Grilled)
4,303,3,2023-10-26,Fusilli Four Color Pasta
18,576,5,2023-07-16,Crock Pot Root Vegetable Ground Beef Stew
16,246,3,2023-08-10,Awesome Pinto Beans
3,691,5,2023-07-14,Roast Leg of Lamb - Mediterranean Style
14,514,4,2023-06-15,Stir-Fry Pita Sandwiches
9,113,1,2023-07-16,Seasoned Turkey Patties
21,576,5,2023-05-21,Crock Pot Root Vegetable Ground Beef Stew
10,458,3,2023-08-07,Mississippi Chicken
2,234,3,2023-11-19,Cool Veggie Pizza
36,221,2,2023-03-11,Baked Beans Deluxe
24,322,1,2023-09-20,Almond Cinnamon Crescents
22,529,5,2023-11-29,Brussels Sprouts and Potatoes
42,627,4,2023-01-02,Fluffy Orange Sponge Cake
47,653,4,2023-03-04,Dutch Stewed ' Cinnamon'  Pears (Stoofpeertjes)
43,305,4,2023-04-14,Herb Pepper-Encrusted Beef Fillet
19,661,2,2023-08-25,Cornish Loaf
31,694,5,2023-06-11,No Sugar Fruit Cookies
18,482,1,2023-11-26,Decadent Triple Layer Mud Pie
16,442,2,2023-09-01,Beef Turnovers (Empanadas)
45,503,2,2023-07-08,Green Fennel Seeds Tea
14,604,4,2023-11-11,Spaghetti Bake
32,78,3,2023-01-05,Pork Cutlets
3,676,4,2023-09-09,Campbell's Orange Beef
1,572,3,2023-07-01,Old Kentucky Favorite Potato Salad
10,680,5,2023-08-29,Deviled Steak Strips
42,285,2,2023-05-05,Caffeine Jolt Chicken
23,135,3,2023-09-16,Unstuffed Mushroom Dip
30,264,3,2023-10-04,"Raisins, Nuts n' Bulgur"
35,310,4,2023-02-27,Roasted Red Bell Peppers
9,301,1,2023-10-01,Easy Chicken Cacciatore
13,41,4,2023-07-21,Lemon-Pineapple Baked Chicken
12,187,4,2023-01-27,Bourbon Steak
37,33,1,2023-05-09,Easy Cream Cheese Fruit Squares
42,690,1,2023-04-30,Not Your Average Brussels Sprouts
14,68,1,2023-08-28,Braised Celery
38,556,3,2023-07-25,Red Lentil Soup-Turkish Style
22,187,2,2023-01-18,Bourbon Steak
5,508,5,2023-09-17,Normandy Carrots
4,234,5,2023-03-18,Cool Veggie Pizza
41,142,2,2023-06-23,Apple Raspberry Pie
23,499,3,2023-06-01,Rack of Lamb With a Honey-Hazelnut Crust
7,443,5,2023-07-20,Garlic Swiss Steak
3,478,5,2023-06-28,Chicken &amp; Noodles
36,253,2,2023-10-27,Southwest Vegetable Soup
30,3,4,2023-01-08,Lou's Fabulous Bruschetta
15,487,1,2023-05-10,Plum Dumplings - Blommeboller
37,472,1,2023-03-24,Fruited Turkey Breast
22,150,4,2023-02-28,"Fig, Cabrales, and Walnut Salad"
12,513,3,2023-03-26,Texas Cowpoke Trail Mix
22,194,1,2023-05-21,Beet and Walnut Salad with Dill
38,661,4,2023-01-09,Cornish Loaf
19,382,4,2023-10-28,Homemade Cream Cheese
13,41,4,2023-02-02,Lemon-Pineapple Baked Chicken
8,350,2,2023-05-25,Turmeric Fried Rice
1,303,1,2023-06-12,Fusilli Four Color Pasta
21,141,1,2023-10-26,Mustard and Wine Marinated Lamb Chops
44,19,5,2023-11-29,Gado Gado: Indonesian Salad
49,579,5,2023-10-27,Sweet &amp; Sour Meatballs
11,646,2,2023-06-03,Carrot Raisin Muffins
13,255,4,2023-08-02,Bob's Mexican Rice
32,43,2,2023-01-09,Fried Rice Casserole
28,617,1,2023-10-10,Herbed Chicken with Grapes
7,465,4,2023-08-27,Scalloped Potatoes with Sun-Dried Tomato Pesto
11,49,4,2023-07-04,Hot Pizza Dip
12,368,1,2023-01-13,Honey Mustard Curry Chicken
14,221,5,2023-04-12,Baked Beans Deluxe
13,598,5,2023-06-22,Rustic Ravioli Stew
42,687,4,2023-03-29,Diet Delight Chicken Curry
27,81,3,2023-09-15,Barbecue Chicken Pizza
36,100,3,2023-02-19,Oatmeal Muffins II
28,338,5,2023-06-10,Firehouse Meatloaf
32,470,1,2023-09-05,Spicy Shrimp With Green Beans &amp; Red Pepper
50,268,2,2023-05-22,"Marinara, Seafood Pasta"
11,399,4,2023-08-12,"Brown Rice, Nut &amp; Tempeh Casserole"
47,142,2,2023-08-26,Apple Raspberry Pie
10,550,3,2023-09-19,Sonoran Rice
36,562,2,2023-11-08,Mystery Pecan Pie
30,428,4,2023-10-09,Pasta and Peas
35,629,1,2023-07-17,Easy Vegetable and Cheese Lasagna
49,123,1,2023-01-26,East Indian Chicken
48,586,1,2023-07-06,Maple Glazed green Beans
21,657,4,2023-02-02,Meatball Soup
7,592,2,2023-04-17,Quick Chicken and Bacon Saut&eacute;
11,215,5,2023-11-10,Salmon Patties
32,424,1,2023-06-27,Ham and Cheese Casserole
43,224,4,2023-03-25,Easy Hamburger Casserole
15,239,1,2023-08-08,Veggie Tofu Stir-Fry With Sesame Seeds Over Brown Rice
50,465,2,2023-04-01,Scalloped Potatoes with Sun-Dried Tomato Pesto
9,23,2,2023-03-27,Colcannon
39,240,1,2023-09-30,Brown Sugar Pie
43,422,4,2023-10-21,Homemade Sweetened Condensed Milk
2,143,5,2023-01-04,Audrey's Oriental Chicken
46,341,1,2023-04-19,Cranberry Relish
16,359,4,2023-12-01,Rice Pilaf
48,261,4,2023-06-03,Beef 'n Noodle Casserole
4,505,1,2023-06-12,Garlic Chicken Breasts in Balsamic Vinegar
16,482,2,2023-09-08,Decadent Triple Layer Mud Pie
29,475,1,2023-03-18,Asian Noodle Skillet
40,555,1,2023-02-04,Rosemary Orange Pound Cake
31,476,4,2023-02-10,Easy Oven-Baked French Toast
43,24,4,2023-03-27,7-Up Cake
11,11,2,2023-09-03,Citrus Chicken
35,111,5,2023-04-22,Beef Consome Rice
35,283,2,2023-11-24,Good Broccoli Casserole
50,47,2,2023-09-17,Cauliflower with Lemon
9,590,2,2023-09-09,Clean Plate Hamburger Pie
13,572,1,2023-08-04,Old Kentucky Favorite Potato Salad
6,17,3,2023-10-21,Zesty Sweet Potato Pie
18,190,4,2023-08-16,Red Onion Confit
35,325,3,2023-11-11,Biff's Sweet Sour Shrimp and Pasta
23,316,2,2023-11-06,Hazelnut Torte
12,58,3,2023-10-15,Yakisoba
16,307,1,2023-04-24,Avocado Salsa
20,89,5,2023-03-07,Cream of Broccoli Soup
36,158,5,2023-02-03,"Veal Cutlets, breaded"
27,684,5,2023-01-05,Peaches N' Cream Pie
25,121,3,2023-10-21,Zaney's Simple Garlickly Baked Chicken
33,139,5,2023-04-13,Banana Cream Pie
13,193,4,2023-08-15,Low-Fat Spanish Rice
36,372,5,2023-01-18,Refrigerator Cookies
28,125,5,2023-11-16,Homemade Croutons
24,402,5,2023-08-12,Ghirardelli' S Ultimate Chocolate Chip Cookies
50,481,2,2023-10-16,Coconut-Lentil Chutney
15,262,1,2023-11-21,Indian Tacos
23,628,4,2023-11-15,Scallops With Zucchini
48,629,3,2023-05-02,Easy Vegetable and Cheese Lasagna
23,129,1,2023-11-23,Wanda's World Famous Pecan Pie
50,323,1,2023-09-21,Easy Frosting
19,438,5,2023-01-25,Candy Cane Bark
23,362,3,2023-03-19,Sliced Steak with Roasted-corn Salsa
26,76,1,2023-02-01,Southern Biscuits
17,312,2,2023-06-21,Patty Melts
7,226,2,2023-05-18,Delicious Manhattan Seafood Chowder
49,324,2,2023-06-14,Oatmeal Cookies
13,329,2,2023-11-20,Pina Colada
10,670,2,2023-01-11,Orange Angel Cake
36,382,2,2023-05-17,Homemade Cream Cheese
4,525,2,2023-04-04,Ratatouille Walnut Tart
40,453,2,2023-02-21,Cauliflower and Cheese Puff
21,539,5,2023-04-26,Homemade Cough Syrup
17,458,3,2023-04-22,Mississippi Chicken
3,310,3,2023-11-02,Roasted Red Bell Peppers
47,214,5,2023-08-03,Mary's Best Zucchini Bread
46,406,4,2023-06-03,Quick Ham &amp; Macaroni Casserole
4,409,1,2023-07-04,Sweet Potato and Apple Gratin
43,274,1,2023-06-07,"Beef ""N"" Onion Soup"
7,402,4,2023-03-17,Ghirardelli' S Ultimate Chocolate Chip Cookies
48,470,2,2023-03-25,Spicy Shrimp With Green Beans &amp; Red Pepper
11,174,2,2023-08-30,Thai Sweet Chili Sauce
18,352,4,2023-09-26,Ratatouille
43,135,5,2023-02-27,Unstuffed Mushroom Dip
22,132,1,2023-11-06,Spiced Chocolate Applesauce Cake
10,682,5,2023-08-10,The Stretching Chicken
18,276,1,2023-02-21,Tomato Pie
25,454,3,2023-11-19,Nacho Potato Skins
11,698,3,2023-09-05,"Easy, Quick ,Hot Turkey Sandwiches"
9,477,1,2023-01-23,Little Smokies Football Wienies
18,340,3,2023-01-31,Rose Petal Rolls
2,256,3,2023-04-03,Jalapeno Cheese Bread (for bread making machines)
45,449,3,2023-03-11,Bar-B-Q Chuck Roast
21,36,3,2023-01-03,Bavarian Cream
49,693,5,2023-08-25,Burgundy Barley Beef Stew
32,541,1,2023-03-26,Curt's Five Alarm Touchdown Chili Con Carne With Beans
30,537,1,2023-01-16,Chipotle-Cheddar Mashed Potatoes
10,529,3,2023-10-20,Brussels Sprouts and Potatoes
24,166,4,2023-11-28,Kid's Macaroni &amp; Cheese Casserole
7,434,1,2023-04-05,Fruity Pineapple Cake
8,289,5,2023-04-25,Pineapple Rice
22,297,1,2023-04-22,Basic Potato Salad
33,541,1,2023-03-23,Curt's Five Alarm Touchdown Chili Con Carne With Beans
19,23,1,2023-01-25,Colcannon
36,194,4,2023-09-01,Beet and Walnut Salad with Dill
18,175,2,2023-03-29,Blushing Strawberry Family Delight
22,694,5,2023-03-09,No Sugar Fruit Cookies
22,298,5,2023-10-07,Broccoli Casserole
34,209,1,2023-12-11,Gingered Chicken Stir-Fry
23,72,1,2023-02-16,Mrs. Field's Oatmeal Cookies
42,285,3,2023-08-13,Caffeine Jolt Chicken
29,424,2,2023-07-08,Ham and Cheese Casserole
19,379,5,2023-04-30,Chicken And Pasta
12,556,4,2023-10-05,Red Lentil Soup-Turkish Style
18,59,4,2023-02-06,Crock Pot Swiss-Stuffed Chicken Rolls
21,474,5,2023-05-03,Peppered Steak With 5 Star Gourmet Steak Sauce
22,502,5,2023-03-21,Creamy Fruit Cups
6,325,1,2023-10-17,Biff's Sweet Sour Shrimp and Pasta
9,467,2,2023-10-18,Onion Flavored Rice Mix
5,526,3,2023-09-05,Dressed Egg Salad
36,276,5,2023-03-27,Tomato Pie
3,71,1,2023-04-07,Shrimp in Hot Cocktail Sauce
8,520,1,2023-09-04,Apple-Oat Coffee Cake
21,236,5,2023-07-29,Spicy Shrimp With Spinach and Walnuts
46,437,1,2023-04-28,Eggs in Tortillas
21,362,4,2023-05-19,Sliced Steak with Roasted-corn Salsa
7,698,5,2023-10-12,"Easy, Quick ,Hot Turkey Sandwiches"
4,293,4,2023-06-17,Tomato Risotto
